Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021006399,2021-01-15,50,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48857301105235,-1.9266589487468284,Car
ACC2021006400,2022-05-31,30,Roundabout,Urban,Fine no high winds,Dark,Dry,1,Slight,Liverpool,53.390760250997054,-2.9722415104485056,Car
ACC2021006401,2021-07-10,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.455559682427676,-1.8653053174147776,Car
ACC2021006402,2021-06-17,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.77555133800597,-1.7625301615742035,Bike
ACC2021006403,2022-06-05,20,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.447629072058845,-1.8900217498943719,Car
ACC2021006404,2022-09-13,30,Roundabout,Rural,Raining no high winds,Day,Dry,1,Slight,Leeds,53.802862860673194,-1.5744945528061511,Car
ACC2021006405,2021-05-17,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.78988488242731,-1.5439741244108784,Car
ACC2021006406,2021-06-03,20,One way street,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.822095236143994,-1.5464827398446428,Car
ACC2021006407,2022-01-23,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Manchester,53.550030658597464,-2.227424666613163,Bus
ACC2021006408,2021-07-28,60,Slip road,Urban,Fog or mist,Day,Dry,1,Slight,Birmingham,52.517463284304434,-1.9372134827714054,Car
ACC2021006409,2021-09-29,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.47638250146838,-1.868079876873049,Car
ACC2021006410,2021-05-23,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.27463816936203,-5.006947254552907,Car
ACC2021006411,2022-09-03,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.46132945272216,-2.286114544142409,Car
ACC2021006412,2021-03-10,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.24874166855298,-5.116070065358408,Bike
ACC2021006413,2021-09-04,40,Single carriageway,Urban,Raining no high winds,Dark,Dry,1,Serious,Manchester,53.511845862710516,-2.3035229265856456,Car
ACC2021006414,2021-09-18,50,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.5091093040081,-1.8838157683096126,Car
ACC2021006415,2021-03-20,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.535450118832024,-1.8756291888082024,Car
ACC2021006416,2022-10-20,70,Dual carriageway,Urban,Fine no high winds,Day,Frost or ice,1,Slight,Leeds,53.88022177501836,-1.6112375337007157,Car
ACC2021006417,2022-09-15,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.814623545061735,-1.6837456298302547,Car
ACC2021006418,2022-08-28,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.74982528223087,-1.7237670313602176,Bike
ACC2021006419,2022-06-09,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47159138811939,-1.8774256265268656,Car
ACC2021006420,2022-09-13,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.40389001115926,-1.5100215240774748,Car
ACC2021006421,2021-11-26,70,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.42386160838568,-3.0161663693602954,Car
ACC2021006422,2021-07-08,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Sheffield,53.39905891911717,-1.456952690251772,Bus
ACC2021006423,2021-04-05,30,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.46806747770348,-1.489942538664672,Car
ACC2021006424,2022-09-09,50,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80327056181092,-1.593956739858568,Car
ACC2021006425,2021-01-08,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.304345660998635,-5.0467656874076265,Car
ACC2021006426,2021-03-08,30,Single carriageway,Rural,Raining no high winds,Day,Wet or damp,1,Serious,Birmingham,52.51653510972365,-1.8580848819118803,Car
ACC2021006427,2022-05-11,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.802196343443136,-1.5632693204333432,Car
ACC2021006428,2021-07-10,60,Single carriageway,Rural,Fine no high winds,Day,Frost or ice,2,Serious,Liverpool,53.40767154596494,-2.953620078804271,Car
ACC2021006429,2022-01-01,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.788218809666546,-1.560606166903808,Car
ACC2021006430,2022-06-05,50,Single carriageway,Urban,Raining + high winds,Dark,Dry,1,Slight,Manchester,53.55655832769137,-2.2093543943056693,Bike
ACC2021006431,2021-04-27,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.468562256756066,-2.265088453005947,Car
ACC2021006432,2021-09-24,30,Single carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Slight,Kirklees,53.62007611750721,-1.753395533926632,Car
ACC2021006433,2022-09-03,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.44978695557834,-1.8898182823568261,Car
ACC2021006434,2022-04-30,40,Roundabout,Rural,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.51681444927221,-1.9176396064236378,Bus
ACC2021006435,2022-05-24,60,Single carriageway,Urban,Fine no high winds,Dark,Frost or ice,1,Slight,Cheshire East,53.275167812964476,-2.3764300644656395,Car
ACC2021006436,2021-10-25,20,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Leeds,53.818542345875585,-1.5549898914759972,Van
ACC2021006437,2021-06-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80898411325333,-1.5366210336442276,Car
ACC2021006438,2022-01-11,40,Dual carriageway,Rural,Raining no high winds,Dark,Dry,1,Slight,Cornwall,50.26059896899722,-5.047316278362476,Car
ACC2021006439,2022-10-15,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.24713098179774,-5.05457932396035,Car
ACC2021006440,2021-09-25,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48496763632003,-1.9491196165869267,Bus
ACC2021006441,2022-07-03,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.402831165877664,-3.0064948118372863,Bike
ACC2021006442,2021-03-15,40,Dual carriageway,Urban,Raining no high winds,Day,Frost or ice,1,Slight,Cheshire East,53.24445036335181,-2.297809974668813,Car
ACC2021006443,2022-05-23,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,County Durham,54.82141752495452,-1.5222182357427843,Car
ACC2021006444,2021-03-14,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.449771583874494,-1.8443808193750488,Car
ACC2021006445,2021-11-04,70,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.41118252023722,-1.8901279286048467,Car
ACC2021006446,2021-07-18,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80529799223157,-1.5282728606458715,Car
ACC2021006447,2021-05-10,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Bradford,53.78490355458012,-1.751618716897766,Car
ACC2021006448,2022-07-26,30,Roundabout,Urban,Fog or mist,Day,Wet or damp,1,Slight,Bradford,53.78989843958078,-1.712789747209972,Car
ACC2021006449,2022-09-07,30,Single carriageway,Rural,Raining no high winds,Day,Dry,4,Serious,Birmingham,52.4880588980602,-1.8514005349812153,Car
ACC2021006450,2022-05-02,20,Single carriageway,Rural,Fine no high winds,Day,Flood,2,Serious,Manchester,53.4542196635024,-2.2050717638156137,Van
ACC2021006451,2021-05-31,30,Roundabout,Urban,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.23559617621925,-5.022953603625754,Bike
ACC2021006452,2022-10-31,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.266842558914085,-5.04128824322767,Van
ACC2021006453,2021-07-25,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.55895465233071,-1.9051813790563905,Car
ACC2021006454,2021-06-28,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Manchester,53.51162198591927,-2.232479956179262,Car
ACC2021006455,2021-07-16,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.321825817175096,-4.997225805926222,Car
ACC2021006456,2021-03-30,20,Roundabout,Rural,Raining no high winds,Dark,Dry,1,Slight,Birmingham,52.52886863028363,-1.8768482679759586,Car
ACC2021006457,2022-03-10,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Bradford,53.751325942969174,-1.7607745141450546,Car
ACC2021006458,2021-07-02,20,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.74566274487854,-1.5853877152221982,Car
ACC2021006459,2021-07-28,40,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,County Durham,54.760793667047714,-1.5511846896817054,Bus
ACC2021006460,2022-05-08,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cornwall,50.2276858267903,-5.085909559616782,Car
ACC2021006461,2021-05-10,60,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.400958769662196,-1.8428143205507277,Bus
ACC2021006462,2022-10-27,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,County Durham,54.77559555468587,-1.5429134897608892,Car
ACC2021006463,2021-01-13,20,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.81746356652136,-1.5707839656641198,Van
ACC2021006464,2022-09-26,60,Slip road,Urban,Fine no high winds,Day,Wet or damp,1,Serious,Leeds,53.80957809701955,-1.5195750025561012,Car
ACC2021006465,2021-04-16,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,County Durham,54.75364482300992,-1.5517364321824936,Car
ACC2021006466,2022-01-10,30,Single carriageway,Rural,Raining no high winds,Day,Frost or ice,1,Serious,Birmingham,52.478211374135334,-1.8669640905612088,Car
ACC2021006467,2022-08-05,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Kirklees,53.641952574031805,-1.7387752195826949,Car
ACC2021006468,2022-12-08,40,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.437453020388716,-1.4384306205829405,Car
ACC2021006469,2022-11-29,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.549994068234994,-1.8633492639176896,Car
ACC2021006470,2021-04-09,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.44911452747316,-1.911935348322341,Bike
ACC2021006471,2022-08-17,30,Single carriageway,Urban,Raining no high winds,Dark,Dry,1,Slight,Cornwall,50.3276858514639,-5.079790115040791,Bike
ACC2021006472,2022-08-10,60,Dual carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.80069203893573,-1.6088727874690028,Car
ACC2021006473,2021-07-11,70,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.47691259139409,-1.8519811701292084,Bus
ACC2021006474,2021-11-21,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.818538562460276,-1.755252831728347,Car
ACC2021006475,2022-12-27,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.755971910036074,-1.519912435066455,Car
ACC2021006476,2022-04-12,50,Roundabout,Rural,Raining no high winds,Day,Dry,1,Slight,Leeds,53.83348326676627,-1.5427789889469699,Car
ACC2021006477,2022-01-02,70,Dual carriageway,Urban,Raining + high winds,Day,Dry,1,Slight,Birmingham,52.495546938125585,-1.9004307502583113,Van
ACC2021006478,2021-11-14,30,Single carriageway,Rural,Fog or mist,Dark,Dry,2,Slight,Birmingham,52.48254336763683,-1.9271803962235878,Car
ACC2021006479,2021-05-24,30,Roundabout,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.525842801986514,-1.8667052934567476,Car
ACC2021006480,2022-01-19,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cheshire East,53.2319960307069,-2.3310094224095796,Car
ACC2021006481,2021-08-04,60,Dual carriageway,Urban,Raining no high winds,Day,Dry,2,Slight,Cornwall,50.30516661621641,-5.02712702935695,Car
ACC2021006482,2021-12-27,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.2896629881951,-5.022575493395696,Bike
ACC2021006483,2021-11-20,30,Single carriageway,Rural,Fine no high winds,Dark,Frost or ice,1,Slight,Sheffield,53.396795421835535,-1.47853103068658,Car
ACC2021006484,2021-01-15,30,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Leeds,53.732502720807524,-1.5806941655660232,Bike
ACC2021006485,2021-08-05,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.351138548919195,-2.979760837609949,Car
ACC2021006486,2022-05-07,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.51490086648178,-1.8830077730983803,Car
ACC2021006487,2022-07-01,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.73706132963429,-1.587229471516549,Van
ACC2021006488,2021-07-02,30,Single carriageway,Rural,Fog or mist,Day,Dry,2,Slight,Birmingham,52.50059590295693,-1.9154324421544353,Car
ACC2021006489,2021-09-27,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.48901441462477,-1.8826278446679552,Van
ACC2021006490,2022-04-12,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Cheshire East,53.2438308318854,-2.351362887820055,Bus
ACC2021006491,2022-09-04,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.52880723644208,-1.8783767519866652,Other
ACC2021006492,2022-06-03,60,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.47742852895003,-1.8917854407759946,Car
ACC2021006493,2022-06-26,70,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.54095351544759,-1.907530990432742,Car
ACC2021006494,2022-04-12,60,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.776132255483745,-1.757171749858925,Car
ACC2021006495,2021-11-01,30,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.75796834941454,-1.4913673143658648,Car
ACC2021006496,2021-05-24,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.762453457717136,-1.7391566205809512,Car
ACC2021006497,2021-04-21,30,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.49107131115128,-1.892017849803618,Car
ACC2021006498,2021-08-20,60,Roundabout,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.81532036107378,-1.5686053815610987,Car
ACC2021006499,2022-11-22,30,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.82024436575664,-1.5759840833026488,Car
ACC2021006500,2022-08-07,70,Single carriageway,Rural,Raining + high winds,Day,Dry,1,Serious,Cornwall,50.23771028277009,-5.086997739367091,Car
ACC2021006501,2022-12-23,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79161041394457,-1.5463169409511843,Car
ACC2021006502,2022-08-15,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Kirklees,53.66359462233757,-1.797621403380718,Car
ACC2021006503,2022-05-15,60,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Serious,Leeds,53.80724339609894,-1.5517653721796116,Bike
ACC2021006504,2022-08-18,70,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.394320320873426,-1.4913950954150985,Car
ACC2021006505,2022-07-08,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.81540759588122,-1.5677532590080634,Car
ACC2021006506,2021-09-30,40,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Cornwall,50.27591329501303,-5.0609605849790595,Car
ACC2021006507,2022-12-04,60,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.51302074009734,-1.8816583300993233,Car
ACC2021006508,2021-06-22,20,Single carriageway,Rural,Raining no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.52159504356423,-1.875618491771992,Car
ACC2021006509,2021-01-07,40,One way street,Urban,Fine no high winds,Day,Dry,1,Serious,Kirklees,53.643057190975696,-1.7523682154024605,Bike
ACC2021006510,2021-06-04,30,Slip road,Urban,Raining no high winds,Day,Dry,2,Slight,Cornwall,50.218571417550486,-5.051564422149906,Car
ACC2021006511,2022-06-06,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.26117941299961,-5.042059813694233,Bus
ACC2021006512,2022-06-30,60,Single carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Slight,Bradford,53.769220085268906,-1.734453560069381,Car
ACC2021006513,2022-07-02,40,One way street,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.530711704586864,-1.8918756566268065,Car
ACC2021006514,2022-06-02,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.397009275782565,-2.9785281000359904,Car
ACC2021006515,2021-08-03,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.45964942826806,-1.9052514362966773,Car
ACC2021006516,2021-05-14,70,Single carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Serious,Cornwall,50.25101644985936,-5.065822236997496,Car
ACC2021006517,2021-10-12,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47888560212651,-1.8686173427810042,Bike
ACC2021006518,2021-05-06,20,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.78678769717684,-1.7594450326415927,Car
ACC2021006519,2022-03-15,70,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.23836946674711,-5.0212896436520165,Car
ACC2021006520,2022-11-17,30,Dual carriageway,Rural,Raining no high winds,Dark,Dry,2,Slight,Leeds,53.7728032373138,-1.530113768507836,Car
ACC2021006521,2021-06-01,40,Roundabout,Urban,Fog or mist,Dark,Dry,1,Slight,Leeds,53.810844042556845,-1.619189163884252,Car
ACC2021006522,2021-11-27,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.45416873138819,-1.8778530626004166,Car
ACC2021006523,2022-06-22,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.479075682980266,-1.8913875422210544,Car
ACC2021006524,2022-01-18,60,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Bradford,53.78436307162564,-1.784275670584819,Car
ACC2021006525,2021-04-25,30,Single carriageway,Urban,Fog or mist,Day,Dry,1,Slight,Sheffield,53.45371005869244,-1.4535192247755628,Car
ACC2021006526,2022-04-27,40,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.292546197636675,-5.087578636879129,Car
ACC2021006527,2021-10-11,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.48305779938783,-1.8781032565593787,Car
ACC2021006528,2021-03-16,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Manchester,53.452590426049404,-2.2409972748939104,Car
ACC2021006529,2021-06-15,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.40885554507141,-1.4682156240739275,Car
ACC2021006530,2021-07-08,30,Single carriageway,Urban,Snowing no high winds,Day,Dry,3,Fatal,Birmingham,52.49238123712651,-1.8604496014571383,Car
ACC2021006531,2021-03-19,30,Roundabout,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Sheffield,53.37001171609468,-1.440962979900205,Other
ACC2021006532,2022-08-25,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47620667389455,-1.9296076700737006,Bike
ACC2021006533,2022-11-19,40,Single carriageway,Rural,Raining + high winds,Day,Dry,2,Serious,County Durham,54.79419433001093,-1.5462162152252583,Car
ACC2021006534,2021-01-21,60,Single carriageway,Urban,Raining + high winds,Day,Wet or damp,2,Serious,Cornwall,50.21625855800524,-5.0851649946339545,Van
